review,label
原来你也还没睡…哈哈哎呦，No.1勒，我也要深爱啦。快点来爱我。:瞧见没有，就得有人深爱我们狮子！ps：求深爱…狮子座。第二名：天蝎座。第三名：水瓶座。第四名：射手座。第五名：双鱼座。第六名：巨蟹座。,期待
有点牵强我是不相信有什么神奇之类的猜测，我始终都认为这就是豆腐渣工程…前天凌晨零点25分，浙江黄衢南高速公路江山段路面忽然塌下形成一个直径8.3米深6米的大洞。幸亏当时来往车辆及时避开洞口，避免了人员伤亡事故的发生记者看到塌陷的路面呈规则圆形。一位在此修补的路政人员对此颇为惊奇：“这洞好像圆规划过一样，家里打井都未必有这么圆。”,困惑
看见翠花就想哭怀念以港剧为精神支柱的日子啊~~~话说，这里面有亚视的啊，不全是无线……90后，第一个节奏就让我激动了，我要哭了~我最美好的童年~怀念神马的我最喜欢了。。。TBB从小到大的爱啊。。。如果是TVB控，不对那时候还是叫无线，那一些这些电视剧可以让你无线回忆了，前提是你得为80后,开心
有时候我们自己就会生这样的病了这人有病，谨防被传染教人者最要防自己都没做到他说的这些，哪样自己做得到？又在跟青歌赛的选手大谈苏格拉底，柏拉图，亚里士多德，“认识你自己”，“我爱我师，我更爱真理”，我一直觉得他无所不知无所不谈的时间超过了比赛中唱歌的时间，大家主要是欣赏歌唱的吧，他以长教短，要不他也和选手比‘唱’吧,困惑
求真情！好吃吗我们学校的手擀面…,好奇
看现在的你们跳降临心里感触好大感谢的拍摄！康师傅潮人辣歌汇《降临》现场版。康师傅辣旋风携手其全新形象代言人亚洲超人气励志天团至上励合在解放军音乐厅打造了一场非同凡响的启动仪式。@李茂后援会官方微博,激动
哇哇哇哇哇【周笔畅台北秘密练舞足蹬高跟鞋与阿妹PK】佩戴紫色眼镜，彩排恋爱料理舞蹈称529广州演唱会将全程佩戴隐形眼镜。,激动
回复可上午没下雨吧。。？哈哈。。。、今天不是下雨么。。没那么多人啦。没办法，要赶在新生军训完之前打饭啊。。逃课，不乖噢今日逃课逃得最内疚，最唔开心，下次干脆直接唔去算了。。,挑衅
算命先生与小姐对白：“你命不好。”“为什么？”“因为你身上带有凶兆。”“那我把胸罩脱了行吗？”“不行，你一脱了凶兆，就会出现人生的两个大波。,挑衅
每天下班了，别人都走了，我在座位上发呆，我去哪里呢，在哪吃饭呢，吃什么呢。,困惑
拍咯，我们一起去~不过是什么时候去啊~~OK的话，我今晚就拍咯，去啦去啦，不错耶还有小鱼.,期待
锵锵三人行.20100921.采访曹操墓记者因没事干而发现蜱虫,好奇
今晚肯定有一千拉～好吧！应大众要求给大家多一个机会。今晚我收工后来看。过一千就全部关注！12點過了.但是粉絲還沒有過1000?我該何如是好?,疑问
快乐大本营中一口答应做骨髓配型，真的很善良！~这也是我们90后的风格！·如果能办到的，我们定会全力以赴！~换成是我，我也会一口答应！·,赞扬
我写书评，你给我个女作者叫我潜规则一把吧，我不要过节啊，呜呜端木摇归我了！连人带书。。。。。。啊哈，情归端木摇处世人眼中最妖娆的艳姬，到底情归何处？1关注我；2本条微薄30次以上+评论；3将本条微薄以形式发给4位以上好友。欢迎无数次，截止时间为11月18日18点，符合抢书活动规则的均送一本签名样书。大家转起来吧，当当购书地址：,挑衅
。11月的小三看得我内牛~久违的together~场刊神马的已经不重要了~,激动
死啦。。。连续几晚都甘夜训。。返学点算啊~~,不满
。。。好期待啊。。。正在?重建新世界?！,期待
关机充电可以避免这个情况大家小心！啊？我经常充着电玩手机啊！我才这么干呢~~天，再也不敢了好可怕！怕怕，我经常这么干！大家要小心啊。刚刚我就这么干来着后怕千万不要在没有拔下手机充电器时便直接接听电话。。。几天前一人就在几秒之后被强大电源流过手机击倒在地。父母沖进房间发现已失去了意识，心跳微弱，手指烧焦，送往医院时即被宣布死亡。,惊讶
综观历史，无数牛人想要儿子复制自身的努力，有几个成功了？何况以李敖如此有限的牛逼率。他是乱来而已，希望他不要害了儿子才好。李敖毛病。自己乱玩就算了，他也有这个资本，何必糟蹋儿子。咋又这么个儿子，老爸还等着你回国军呢【语录】“台湾根本不民主，台湾的民主就是黑金政治。台湾的言论自由只有台独的自由，没有主张中国统一的自由。”——李敖的儿子、即将进入北京大学经济学院就读的李戡说。,不满
我在上海！兩小段雞肉腸求包養~~764952695～～（大家帮忙吧）[爱心专递],中性
我知道为啥杯具了...正好QQ音乐放到衰神的歌...我去换首歌在试一次~~~~334...351..635...216....章鱼哥~~~,困惑
分享图片扔头发都这么优雅,崇拜
哈哈~近日，人气偶像开完歌友会后，慕名前往新加坡圣淘沙名胜世界的环球影城。喜爱功夫的韩大侠，一见功夫熊猫就开心地和它比划起来，看来韩大侠的虎爪功夫练得还可以捏。,开心
二百多万的粉丝估计一百九十九万是僵粉，怎么取消关注？不然周疯子都说网民是贱民，还会有那么多人关注？那就真的贱了。大叔也从来没有关注他。“取消关注,不满
现在这片片好像还在我的硬盘里收着呢~三年前就该与此片相遇的.今算邂逅的感动吧!唯美而忧郁~推荐!!![秒速5CM]如果，樱花掉落的速度是每秒5厘米，那么两颗心需要多久才能靠近,赞同
这小爪太有爱了超萌的肥猫啊，猫还是肥的萌慢镜头肥猫出动太可爱了！,开心
希望香肉料理快點消失。其实它们很单纯往後我們會努力讓中國人不再咬狗。:善良的狗仔一个加油站的旁边见到的,不满
这个词儿我们多年以来就叫“贱骨头”，就是恨不能倒贴也要推荐的那种确实如此，要真正良心推荐同意，是个案例，哪怕这次行为艺术影响有限，但这种案例，参与其中的人一定要爱惜羽毛，不能什么书都起哄都推，不然，就成笑话了这个意见要顶同志们，我觉着吧，讴歌这事可以做个案例，毕竟我们都是真喜欢这本书，然后利用微博这个平台，真正回到了一种好书靠口口相传的本质，而这种口口相传，由于新的平台，变得容易放大，以后有其他好书也可以这样推荐~,赞同
咳。。。恩。。我一看见这个戴眼镜的就想狂笑十三哥~我要揭穿你小黑子明天开始你将收到无数美女的私信任美女都夸了发现一个帅哥!!!靠，挂羊头卖狗肉啊白蛇团兄弟们不许乱说话啊。不准捧我不准砸我。有话回家说身为一个男人，我也凑个热闹自爆。@夜壶,挑衅
童鞋们一定要对号入座咯，晚安第二。哈哈我是第一。哈嘻嘻第二呢:童鞋们牛牛也前三甲，三好生啊:呵!雙子第一喔~三好人阿:我是第二名:我是第一名（第十二名）,开心
酱紫好有安全感哦~~,赞同
在这个虚拟的世界，我小心珍藏每一次感动的过往。倾听、抒发、前行……..不会的自古多情易伤神，可不要走进情乱迷离的死胡同吆！多一份开朗，就多一份快乐，希望你不要做林黛玉第二啊！我踏着仙鹤回归的足迹，风景这边独好，晚霞晕红着醉觞，秋菊摇曳那花香，红石榴满脸笑靥微摇晃，风儿悄悄私语话衷肠。于是，在这个虚拟的世界，我小心珍藏每一次感动的过往。走进丰收的季节，倾听，蜜蜂飞落的瞬间，每一朵花儿激动的心房。画作业全部进博客,激动
EDDIE，我最欣赏的男人！拍戲空檔的好朋友1.復古零食看到就忍不住~老闆!!!每種都來一個吧,崇拜
我喜欢，小点给俺弄点来吃吧。饿了就先吃点饼干。来一片？,开心
装了MSN，却忘记了密码,困惑
买了个干果牛奶味的yummy去寿司店吃，有点奇怪，在寿司点吃雪糕~~,困惑
新赛季当然还是首选太阳（可能会被虐），支持马刺，对热火表示关注，火箭湖人等一律无视！呵呵··还好还好，明天这会儿就不同了，新的赛季总算要开始了！,期待
明天亚运会前媒体公开课，姑娘们要加油哦~,期待
【不成熟女人标志】1、半夜起来偷菜。2，每天都在淘宝。3，知道春哥也知道凤姐。4，天天看湖南卫视。5用2个月的薪水去买LV。6、脖子上还有巴宝莉的山寨围巾。7，每周都去夜店。8让不是老公的男人买单。9，做爱不让对方戴安全套。10以为老公能养自己一辈子，以为还能被大款包养。11，当小三。摘自作业本,不满
用了歌华宽带，结果旧的路由不能用，换了个新的支持802.1x+动态ip协议的路由，过几天歌华要升级改支持pppoe协议了，老的路由又能用了。折腾啊。不到1个月我歌华包年的就过期了，哥不陪歌华玩了。马上换个长城的4M玩玩,困惑
"CCTV、MTV上伐~还有报纸杂志的大专题，哈哈！赶紧给排聊天吧我去做灯牌去哈哈哈哈全能艺人由你携手群星演唱的《没时间》还在新浪音乐的焦点图上。。真是音画全方位发展了，能同时登上新浪两个不同的频道焦点图的艺人必须要作客一下新浪聊天室和连卡佛小姐在上海逛街,被一个超可爱的小姑娘拉去街拍,第一次没有拒绝。结果就上了新浪上海频道的焦点图,哎呦,太红了我。看,我也上焦点了小浪万岁啊哈哈",激动
俺也是泡泡达人..同埋棒棒糖达人..梅叔萌的已经没啥语言形容了><,崇拜
台风真的很厉害,害怕
fufufufufu...MeandSese,开心
什么意思？：叫我小姐算了，好听些！,疑问
回覆想起小学穿的表演的袜子~而且要拖到大腿上。哈哈其实还是很好看的么·····哈哈哈哈哈左边那双袜子很销魂，代我问她好。晚上的三丁拐···很是无语····打两毛的是竟然输了十多块钱哪······,开心
"恭喜你得益友了今天和一个认识了好久的设计师朋友第一次见面,有种非常非常相见恨晚的感觉。他讲了一些我之前完全没有想过的方式与观点,那是我目前的圈子里尚未涉及的眼界,与经历。感谢你,让我大开眼界的,耕先生。还有李先、于先、王先,我一直深信,福神这桩子事,北京人绝对比台湾人做的更好。",赞同
直接醒了真的睡不着！说出来你别睡不着！人均工资，第1名是德国，30美金小时；第2名是美国，22美金；泰国是2美金；我们是8毛钱小时，也是全世界最后一名。,不满
回复恩?谢谢注意加衣服，多喝热水：）吃点药感冒了，好难受啊！,安慰
支持火舞阿爸的荷蘭隊~~今晚對巴西喇~~我要支持,期待
天空下雨了心分裂成疼痛,伤心
呃......我不说话了免得那个突然想起了这些人。。。。,无语
一整天都在下雨~~能窝在家里不用出去，真是太幸福了！,开心
美好呢生活哇～,开心
陪儿子看喜羊羊之虎虎生威，长沙万达只有一个厅放，票卖得最好的还是《阿凡达》，《全城热恋》的厅最多，但人气似乎还不如《锦衣卫》,好奇
我正吃饭，喷了出来…哪个地方的报纸啊？太给力了！【最强大的自杀】对于我警方的强大推理能力，柯南表示颤抖，福尔摩斯也甘拜下风，狄仁杰发来贺电……,激动
“白云苍狗变，神斧鬼工裁。”(来自:)壮哉司马台，豪气满胸怀。万仞巉岩立，千层紫雾堆。白云苍狗变，神斧鬼工裁。禹甸藏龙虎，乘雷入九垓。——《五律游司马台》-诗刊,崇拜
可怜天下父母心母亲探望儿子不忍心让其掏路费徒步行走18天,感激
漂亮又是“我们”这里的葵每天都要去花卉市场跑一趟，花卉市场对面有一户农家，门口长着好几颗蜀葵，在娴静的小路上堂皇而立，美姿招人眼线。,赞扬
刚玩微博没多久，现在好像全民微博了，哈哈。昨天聊得还蛮开心的，有机会聚！首届中国男性三十年生活方式巡礼﹣国际男人节主题晚宴，时尚集团为男人办的节日。思菘这个男人魅力十足。离开星光创建在北京的工作室做得有声有色。共同加油！@李伟菘,开心
这是你拍的？她怎么会给你拍，还笑得那么美“只要你还在微笑。世界就不会太糟糕。”周笔畅。你怎么可以这么美好啊啊啊啊啊。,赞同
花儿朵朵，朵朵花儿，开怀一笑，笑一开怀！看后让人爆笑的成语故事填空。。。这谁家孩子干的，真是太有才了。。。,开心
國慶與你相約plush狂歡夜~,期待
哈哈哈。。。有时候，多一点耐心，把事情听完、挺清楚，那样就不会理解错误了。。。有人跟我说刚才逛街时差点去参与打架，我非常不屑的说，您老人家还真是血气方刚啊。。。结果他说，一个将近70岁的老爷爷，背的20多斤的萝卜，在商场那里被城管踢了，满地都是。。他用身体护着几个完好的城管就踢他当时看不下去的年轻人最少有十个冲上去打那两个城管。。我说：X！你怎么不上！,感激
外交部在被抗议声中与自觉无力的废墟中过日子！真窝囊....！外交部为何出不了战国时期苏秦、张仪这样的合纵联横战略思想家和外交家，解放军发展完全被你们落后的外交思想捆住手脚，解放军希望有地点展现实力但你们外交部总是在撤台子，希望你们能在亚洲地区给解放军找几处练兵场所。外交部则继续在抗议和遗憾中过日子。,不满
放心，你爸还在，你的工作好安排。过去我在台上，想叫谁上谁就能上；如今我虽服刑，可我想叫谁下谁就得下，看他们哪个敢不给我面子！,骄傲
"转啊~~按照的建议弄出来的""2010年中秋-国庆假期靠谱日历""-Android表情版V2.0_2",期待
只要不忘记自己就可以了早老型痴呆升级了，以前出门也就忘带忘带手机，现在开始手机和钱包都不带……多谢下来给我付车钱……,困惑
这场我在现场。。哈哈~陈幼稚，你几岁了？？,好奇
好神奇，膜拜啊。。。NB图片的上半部分是美国总统奥巴马的签名。然后逆时针旋转90°，神奇的事情发生了……,崇拜
==哎哟喂，哈哈，笑死我了，希澈呀，原来你扣子真的扣错了，哈哈！不过，希澈呀，表情什么的，还是很萌很萌的呀，赞！,开心
加油哦，能加我吗？726703182，谢了！永远支持你！討厭的颱風~,赞扬
哈哈好可爱其实你不知道，我的内心是个兔子～,开心
饭否用不成了~终于开了个新围脖~哦也,开心
一直搞不明白前几年为什么会出现那么多麦田怪圈，看了最近的许多天坑明白了，当初是为2012做图纸，现在开始动工了。,疑问
><附带我又一次的血本无归。就是这个裁判毁了比赛,不满
今天我的微博里面最大的热点是章鱼哥，鉴定完毕,好奇
翰奇啊，你做有变这么趣味呐！！！！！哈哈哈哈他说他要做饺子给奶奶吃,开心
十亿人民九亿黄，还有一亿是流氓！十亿人民九亿商，齐心合力骗中央；十亿人民九亿赌，还有一亿在跳舞；十亿人民九亿疯，还有一亿练气功；十亿人民九亿愁，还有一亿当盲流。,不满
黑丝女人们呒佑屠参枘谢释?,困惑
【！赞！赞！赞！】#万峰威武#视频：万峰节目现场再度开骂，怒斥物价局长，称不怕坐牢！！,激动
转廖隽嘉:发表博客《平遥故事》,疑问
现在的大学生真让人无语，我老了,无语
多谢您夸我。近期看过的最好的电影《一一》，虽然已经出了好久。满月酒那段给我乐坏了。,感激
很霸气，很帅，很酷，咱大宝是最棒的痛蠹曳窒怼ohohoho,崇拜
呃其实弱弱的问，红牌是什么意思？,疑问
边弹边唱唔系最劲，我觉得距自己唔笑先劲,激动
魏其他的有点太。。。哈哈，发现一个好玩的东西，历代妇女唇妆样式图，当～当～当～当你喜欢哪个朝代的？,好奇
重點是第二個吧~果然我是腹黑黨啊~天秤女。,崇拜
"立即购买iPodtouchRMB1,798起售内地官网第一次那么屌=。=是touch4哦~！",期待
我不是二百五,不满
。是不是以后有啥JQ动图都可以呀。。经典的一句~你想和我回中国吗~~就强加于你了盒子~~我们板板都爱你~~,好奇
恭喜恭喜恭喜恭喜赶紧看过来10月东京国际电影节「全城热恋」在东京六本木。支持「全城热恋」入围！！,期待
真心谢谢你！--媛谢谢你帮我解决了很麻烦的问题！你的热心，你的态度，,感激
还以为只收到三位，原来是三位数~漫友展位的“下午茶活动”是跟漫画家面对面聊天的小活动，去现场的朋友要踊跃参加啊~机会难得。顺带一提，这几天下午在漫友展位都有作者下午茶活动，读者们填写调查表并注明自己喜欢哪位作者，就有机会被抽中参加活动！中午1点前就收到三位数的表了（汗,期待
突然间就觉得不知说什么是好了？唉！好~:两个人在一起久了，就象左手和右手，即使不再相爱也会选择相守，因为放弃这么多年的时光需要很大的勇气。也许生命中会出现很多你爱的人，但那终归是过客，你还是会牵着你的左手或者右手一直走下去，幸福有时候真的和爱情无关，爱情需要升华。午安,伤心
快要下雨了。。。你那里呢。。。其实我想问的是。。你带伞了么。。。,疑问
“果然美丽”组合。。。分享图片我們組合的名字叫然然果果.,赞同
我要去世博!,期待
於公司發呆和發霉中........................................,无语
。娥娥，寄给你的月饼是否收到？我这里一切安好，师父说他朋友李道长出事，要陪他闭关，取经暂且搁置；猴哥的花果山遭遇拆迁，他本想假装自焚，结果弄假成真，把屁股烧得通红；小白龙说他家釣魚台被倭人入侵，带老沙赶回去保釣去了；我最近吃了圣元人参果，胸围长了一圈。祝中秋快乐！,开心
一上班，就好似入左精神病院！你都咪话唔恐怖！做个周遭基本都系非正常人嘅正常人，难上加难！做人难，做个正常人更难，正常做个人更更难................,困惑
哈利波特尊讨厌！老找伏地魔的麻烦！,不满
哎高楼万丈平地起！！认栽了对说：哥们：偶现在是你唯一的粉儿哈哈表灰心,崇拜
早看过了那个合作网站，今天也看了看。只能祝：自求多福吧。恭喜周总！恭喜易居！相信易居中国会越做越强！三年前的今天易居在美国上市；二年前的今天北京奥运会；去年的今天浦东星河湾大捷；今天--2010年8月8日百度乐居正式上线。8月8日注定是一个值得记住的好曰子！期待明年的今天更精彩！,开心
为什么在窄腿裤大行其道的当下，我依然执着的热爱着喇叭牛仔裤，我该是有多老派啊遂，买之。,困惑
晕死，我的同事居然问我订书机怎么用？,困惑
"唉…阴公咯…·········以··········好似多左D喔······哇，有奶嘎！拿,女士们,米话有好野5益你地啊!!!男银们，知道为神马我的女微博友占了六成了吗？",无语
我就要找?:。微博搞笑排行榜:花老爷一系唔出声，一出声就感动晒所有女人距以前都系个靓女来嘎，宜家已经走晒样啦，变左一个咩都唔识又老土嘅师奶，你敢唔敢同距一起行街啊？但系我就敢，仲行左大半世人，.......，无论几禁辛苦我都同距一起熬落去，就算20年剩系30年都会一直锦行落去！老婆就系战友，就系可以为距冒生命危险嘅人。,赞同
不管上海人到底怎么样，但他这么说确实很没素质，不是一个记者应该有的！围观这位素质极差的体育记者。毫无道德、随意辱人，并叫嚣上海人是瘪三。我不是上海人，但您让我看轻东北人。请走路小心。几日不上微博，遭遇一批疯狗，打死数十条……今晚继续支持阿根廷,不满
"快转再转。听说的人都发大财~哈哈,...大家快转啊..抢啊~",期待
瓶子抱着蝎子，双方都会受伤的！我们小瓶子要等到撒时候。。。终于等到这版鸟YEA~~向天蝎座表白；----天蝎:安排好时间，等待关怀。,期待
我也不想啊！某人啊。你何必呢。,不满
!!!半夜三更饿了什么的最讨厌了,不满
我生命中的那位王子什么时候才能出现啊，在我最困难的时候帮我~~~,期待
我成为了第1000个粉丝一个人的夜宵。菠萝包,感激
"蛮多都喜欢啊，可是我也穿不了感觉没一条是我穿着好看的..P,左下角顶。。。。我最like这些款式了，上次在淘宝没淘到。擦好几条都超有爱><波点什么的，碎花什么的，粉蓝色什么的，腰带什么的AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHH~~",好奇
臨出門口去打羽毛之前先黎落雨。。。唔通連個天都。。。,不安
法国VS南非的比赛也结束了，东道主南非2-1战胜了内忧外患的法国队。最终南非与墨西哥同积4分，但净胜球处劣势，他们和最后一名法国一起被淘汰。其中，上半场法国队古尔库夫手肘击打对方球员被罚下，下半场马卢达为法国队打进了本届世界杯的第一粒也是唯一一粒进球！,伤心
哈哈哈我觉得鞋里有沙子，就扶着电线杆抖鞋，我抖啊抖......有个人以为我触电了，便抄起木棒给了我两棒子。,开心
犀利！！太锦绣了恭喜兄！期刊网购、团购的创新渠道，值得关注。,赞扬
。世界杯冠军西班牙队返回西班牙后，首都马德里万人空巷，欢迎英雄凯旋。（注意伊涅斯塔手里的章鱼哥）~~这景象，咱们好像在奥运会那会经历过，中国足球啥时候捧个亚洲杯回来，国人估计也能“亿人空巷”了！,骄傲
切早已习惯68元港币套餐，包括本地无限任用GPRS及Wi-Fi，送1600分钟本地通话时间，免费飞信服务。我内牛满面了。。。,开心
【开心粉丝】今天抽取了5位新加入开心100围脖的同学，你们可以在3月26上午11点半——12点半之间来领取27日下午节目录制的门票一张哦！恭喜恭喜！也谢谢你们对我们开心班的支持与关注哦！包子安的纠结略懂略懂觅天涯1胜达我爱翰,开心
哇!一次动两个'心...我真是自命风流~~誰是双魚啊甘水瓶对乜动心啊？【十二星座最易对谁动心】巨蟹对白羊动心；摩羯对金牛动心；天蝎对双子动心；处女对巨蟹动心；射手对狮子动心；双鱼对处女动心；天秤对水瓶动心；金牛对天蝎动心；双子对射手动心；白羊对摩羯动心；狮子对水瓶动心；天秤对双鱼动心。,好奇
自己玩的挺high啊~几千两回合之后在错杀和被错杀之后我又被无情的闪死了……哎运气真是天生就这么差！！！！可以归西了我……nnd没见过反贼这么歪打正着的被干掉结果杀死我的也是个反贼！！就是来搅局的！！！气死！！！！！开局不到三分钟就被杀死……还没轮到我出牌呢……,伤心
据说《盗梦空间》之所以没被删节是因为有关领导根本看不懂,疑问
火车那个太幸运了..只是运气好，头碰地，就完太牛了。哥的不死传说,开心
shit......令到......!!,生气
再次做客于2010年8月31日晚19:45在旅游卫视播出。第二天凌晨05:18和中午12:29重播。。。Oh，同桌的你,期待
。你俩抽的~哈哈哈哈哈，金希澈，这个尾收的好~~~,开心
BYlf128最后那一笑.苏掉,崇拜
智利礦坑救援解說圖,期待
很好，很久没图片了。为了这个灿烂的总裁，转一下（还有蓝色海军小鼠，哈哈蓝色的我都爱，米办法TT喜欢这件蓝色衬衫-,开心
B叔很YD啊太JQ了真爱如血两位男主角，发张基情四射的大图,挑衅
【补发】第一次开椰子嘅留影，好搞笑~,开心
放假好无聊啊！唔知道有咩可以做啊？,困惑
女孩太瘦爱情天使神箭射不准原来女孩太瘦真的会嫁不出去……有图为证。,伤心
。SuchAHappyCouple从Hawtness-TheWomenofWTF,开心
你是自寻死路！偶滴神啊！蛋完了！,挑衅
啊么……我是不是要考虑一下了……幸亏我当初没考研，我英俊的面容才得以保全芙蓉姐姐大学时候的照片，充分说明了考研对女生容貌有极大损害。考研能毁容，报考需谨慎！@芙蓉姐姐,困惑
做完第二节就顶不住了，明天再加油★你能坚持吗？~^o^~想要腹肌的一起来。。。,激动
"中槍倒地！笑死我,杏兒的寶貝真可愛中槍倒地！",开心
《吞食天地2》688元武将卡激活码全新上架啦，欢迎各位玩家来领取咯！,期待
这张很赞，颜色~线条~眼神~各种美，必须美的美！转一个角度来看世界，世界无限宽大；换一种立场来待人处事，人事无不轻安。（每日分享）,赞同
回复你这比我还勤快啊本来打算早早去培养情操的，明天还要赶火车去上海，但是灵感来怕过两天就忘了，于是捣鼓到现在。。。记得看原图，嘘，这是黑花把拔的秘密哦。。。。@钟汉良官方网站，幕布后的秘密。。。,期待
有理别等不该等的人，别伤不该伤的心。时间，让深的东西越来越深，让浅的东西越来越浅。看的淡一点，伤的就会少一点，时间过了，爱情淡了，也就散了。------别等不该等的人，别伤不该伤的心。我们真的要过了很久很久，才能够明白，自己真正怀念的，到底是怎样的人，怎样的事。,伤心
HIGH爆，即刻摇fing几下,激动
斯小妮，來找我來找我來找我來找我我我我我我！！！！！！璐小姗，我想你你你你你你你你了！,激动
轉發微博。继续鸡肚！鸡肚！鸡肚！鸡肚！,激动
搜狗输入法的八卦天赋异禀，围观。什么叫做躺着也中枪。在豆瓣上看见的【豆瓣上说是在百度上看见的,好奇
"这个一定要转何輝非禮鄭裕玲何輝人生一大污點,hoho~~",不满
合肥现在是8000辆是南昌的两倍，合肥人口经济与南昌差不多。南昌情何以堪南昌为什么不增加出租车数量？据说是为了担心司机闹事，其实主要的还是认为制造稀缺资源，为自己留下牟利空间，如果不是为了中博会，估计今年还不会增加一辆车子。石家庄6700太原8292沈阳19104长春15000哈尔滨12256南京9055杭州8320合肥6500福州4575南昌3569济南7980郑州10851武汉12137长沙6279,困惑
把这广告做到派出所的门口可有意思的多里,好奇
你指比我睇个档，多好多喔…有无见过黎种颜色的蕉？哈哈，接蕉啦喂~,好奇
真的觉得很温暖有你们的关心大学中认识了你们真的很幸福。。还有我可爱的叔叔。。这2个男人都是好男人哈哈很他们聊完后我不慌真的不慌我相信我的缘分会到来的明天起做好自己该做的事情。。。,赞同
落狗下石，够无情的这样的事情发生在南极科考队，真是不可思议！说一件令我耿耿至今的往事吧：中国南极考察队员为了长夜不寂寞，曾从国内带过去几条狗。后来国际上达成南极禁止外来物种公约，别的国家把考察站的狗用飞机托运带回，咱们是在狗脖子上绑上石头，沉入冰窟。此时灾区的动物不知道是什么命运。去年的大熊猫受到了足够重视，狗狗就没那么好的命运，它们很乖懂事听话忠诚，平日里是我们的朋友，而灾难来临时我们却把它们当作老鼠来消灭。,不满
木漏点，木漏点，不算春光【大片海报赏】经典中经典:王家猫電影《春光乍洩》happytogether,期待
很好听尚雯婕-活出美丽-,赞扬
回复是在北京，河南人收废品的比较多我这个甘肃人会做拉面，但不会卖拉面。哈哈新疆人卖葡萄干，甘肃人卖拉面，宁夏人卖枸杞，西藏人卖草药，云南人卖鲜花，山东人卖大葱，山西人卖煤炭，东北人卖大米，福建人卖茶叶，广西人卖米粉，安徽人收废品，河南人当力工，四川人当保姆，湖南人开出租，湖北人开餐馆，浙江人包商城，北京人卖批文……,中性
朋友们可以充起来了。【手机充值100送30！】2010年11月18日至11月30日，上海移动客户只需一次性充值100元以上话费并于当天23点前发送短信“2010NMYC100”至10086，立即就送30元话费！移动官网地址：,期待
。据说，只要这个就能求到自己想要的真爱不信你试试。,期待
金鱼这是神马书？俺也想买一本这本书我收到啦哦哈哈。。果真是本好书。。光看内页插图就知道争取三天啃完～,期待
"有伊朗教士聲稱,女性穿著太暴露,導致全球地震頻頻發生",不满
解决啦~哈哈哈很有喜感据说是完美的苹果iPhone4信号解决方案,惊讶
嗷嗷嗷嗷我爱串烧！！！那个什么李慧声音好MAN.啊女人都男人了。杰希你就只好当女人了、、嗷嗷嗷啊啊大家看看。。我原来寒假要看的。荷西西好坏~马克,激动
你自己干的别装了这是谁干的？？——这是谁干的！！！,挑衅
呵呵……什么情况。。。贝贝，你什么时候发的？？？这不是真的！当然我大爱的蓝色不能被粉红取代~不过粉红也不赖啊~~可以啊，就像我喜欢粉红色一样，我去。。。。。,开心
fuk强拆已成了中国形象。,不满
"OMG!活不了了..""你去找你那个89年的老女人吧！”‘89年的老女人’...情何以堪！",害怕
外套不错~哈~吃肥了看不出来~秋风乍起。,赞扬
哈哈。小志。你连头像都换了哦@夢想家林志穎,崇拜
新闻看太多了，我就像一块抹布，每天浸在杯具里洗刷刷。【共赏：达利《着了魔》油画局部长了多少双眼睛，也看不清真相。】,困惑
哈哈哈终于找到组织了，“信仰，我是党员”,崇拜
明明是染了白毛的三井受学长赤木刚宪。。。。:赤木是谁？:赤木学长！学长求交往！！篮球服什么的最好看了……TAT,好奇
我想要……。,期待
二叔人真好.哈哈.刀下又分我一成..西西.,赞扬
吃了长生不老唐憎居然有这么多肉。当在超市里看到它的时候我内牛满面啊,惊讶
"回复咪霖住有钱收..需要我帮你按摩吗.少爷..不需要的感觉通通走开..`今日认真上左一日课,感觉好累..",疑问
。用推的不夠，還要提起來。。,不满
好美@林心如,赞同
我被某人用GEM嘅新歌瘋狂轟炸,激动
妈妈顶德国，我顶妈妈！,骄傲
煤酶悖」晔痹俜乓桓觥?-韩国罗老号火箭摄像机拍下内部闪现火光画面,惊讶
等我有钱了。我也这样洗车。【更多精彩图片尽在popside微博！】,期待
"哇！太可爱了吧，假的？真的？面對这个小萌友,你能不愛嗎?[感谢helen猫]",崇拜
中华V5我有个朋友名字叫管中华更霸气什么时候改名为“毛泽涵”的？晕这不我吗！！犀利真的假的。赶这小伙去美国，一定大有作为！这名字相当有霸气的说...,激动
呵呵，第一个不错。不过如果是男的，那就不好办咯。【七夕情人节单身男女整蛊攻略】嘘，偷偷的看，偷偷的学，偷偷的转。,好奇
“这张试卷要家长签名““卓思同学，放学留下““卓思同学，叫你家长来一趟“out乌嚟啦？你小时候最怕听到什么？,不满
晚上去买菜，卖菜的和买菜个人吵了起来买：你妈就是个卖B的的骚货，天天被人操卖：你妈就是个租B的骚货，我天天卖菜回去就草他！,生气
我连个猪都抢不到！恭喜童鞋，稍后我们会联系你快递地址事宜，节后快递奖品给你哈！谢谢参与！其他朋友加油哦！,赞扬
让我执着的再傻一次，再这个暑假，拉上亲朋好友，阿姨妈妈，给我看上个N遍的《恋爱通告》！！！！,期待
以前不想找对象的时候，身边男人一堆堆围着我转；现在想找对象了，NND连一个男人都没有！！！,不满
